unit_index,object,family,K_eff,arm,perm,perm_seed,num_frames,chunks,levene_p,levene_reject,walsh_flatness_ratio,walsh_S2,shard
156,digit_4,synthetic_digit,402.4249507149198,random,23,20243031,8192,8,0.555421222889225,False,0.22236812917605533,309.4332228246026,0/1
157,digit_4,synthetic_digit,402.4249507149198,random,24,20243132,8192,8,0.38486217375447596,False,0.19919544372765097,309.4332228246026,0/1
158,digit_4,synthetic_digit,402.4249507149198,random,25,20243233,8192,8,0.0016363487403231382,False,0.20043834604506827,309.43322282460264,0/1
159,digit_4,synthetic_digit,402.4249507149198,random,26,20243334,8192,8,0.11289487653413219,False,0.18179592615240114,309.4332228246026,0/1
160,digit_4,synthetic_digit,402.4249507149198,random,27,20243435,8192,8,0.14557942407348018,False,0.21869747315570234,309.4332228246026,0/1
161,digit_4,synthetic_digit,402.4249507149198,random,28,20243536,8192,8,0.03523858528867011,False,0.17450383108741227,309.43322282460264,0/1
162,digit_4,synthetic_digit,402.4249507149198,random,29,20243637,8192,8,0.06576976074170604,False,0.19576893222133343,309.4332228246026,0/1
163,digit_4,synthetic_digit,402.4249507149198,random,30,20243738,8192,8,0.09148732891537148,False,0.18367155234685942,309.4332228246026,0/1
164,digit_4,synthetic_digit,402.4249507149198,random,31,20243839,8192,8,0.05453743538021336,False,0.25288596586934947,309.43322282460264,0/1
165,letter_A,binary_letter,391.79043070245797,ordered,-1,-1,8192,8,0.29627458754776664,False,0.9937868678782193,341.65088982419024,0/1
166,letter_A,binary_letter,391.79043070245797,random,0,20240708,8192,8,0.08186122930497662,False,0.19383418466874017,341.6508898241902,0/1
167,letter_A,binary_letter,391.79043070245797,random,1,20240809,8192,8,0.0025043188291447365,False,0.1741926226040486,341.65088982419024,0/1
168,letter_A,binary_letter,391.79043070245797,random,2,20240910,8192,8,0.25645004810928085,False,0.18877725525543645,341.65088982419024,0/1
169,letter_A,binary_letter,391.79043070245797,random,3,20241011,8192,8,0.005156821485089463,False,0.1953404975482788,341.65088982419024,0/1
170,letter_A,binary_letter,391.79043070245797,random,4,20241112,8192,8,0.054964277191054955,False,0.16992575823811507,341.65088982419024,0/1
171,letter_A,binary_letter,391.79043070245797,random,5,20241213,8192,8,0.11556737734677987,False,0.19881621389993745,341.65088982419024,0/1
172,letter_A,binary_letter,391.79043070245797,random,6,20241314,8192,8,0.11324762442712268,False,0.17141379477521185,341.65088982419024,0/1
173,letter_A,binary_letter,391.79043070245797,random,7,20241415,8192,8,0.03941883130764514,False,0.1870639730631748,341.65088982419024,0/1
174,letter_A,binary_letter,391.79043070245797,random,8,20241516,8192,8,0.0009384105751896113,True,0.19791982747145803,341.65088982419024,0/1
175,letter_A,binary_letter,391.79043070245797,random,9,20241617,8192,8,0.0016274152964321012,False,0.17307846261552048,341.65088982419024,0/1
176,letter_A,binary_letter,391.79043070245797,random,10,20241718,8192,8,0.46304688073319333,False,0.189133126733016,341.6508898241902,0/1
177,letter_A,binary_letter,391.79043070245797,random,11,20241819,8192,8,0.0006034878332954604,True,0.19057011913929953,341.65088982419024,0/1
178,letter_A,binary_letter,391.79043070245797,random,12,20241920,8192,8,0.1193707875419051,False,0.1825265820266344,341.65088982419024,0/1
179,letter_A,binary_letter,391.79043070245797,random,13,20242021,8192,8,0.0051455159868939076,False,0.18234842133801815,341.65088982419024,0/1
180,letter_A,binary_letter,391.79043070245797,random,14,20242122,8192,8,0.06654248791758145,False,0.18313290538133756,341.65088982419024,0/1
181,letter_A,binary_letter,391.79043070245797,random,15,20242223,8192,8,0.018109510448153614,False,0.20727773983088502,341.65088982419024,0/1
182,letter_A,binary_letter,391.79043070245797,random,16,20242324,8192,8,0.031238971470319107,False,0.17592931051663058,341.65088982419024,0/1
183,letter_A,binary_letter,391.79043070245797,random,17,20242425,8192,8,0.048628533037421,False,0.18126451021092732,341.65088982419024,0/1
184,letter_A,binary_letter,391.79043070245797,random,18,20242526,8192,8,0.49258416845792785,False,0.18909810689525555,341.65088982419024,0/1
185,letter_A,binary_letter,391.79043070245797,random,19,20242627,8192,8,0.4162531315782106,False,0.18401776964390132,341.65088982419024,0/1
186,letter_A,binary_letter,391.79043070245797,random,20,20242728,8192,8,0.005345669131971068,False,0.18028079875602687,341.65088982419024,0/1
187,letter_A,binary_letter,391.79043070245797,random,21,20242829,8192,8,0.029142231111780003,False,0.1748394573948388,341.65088982419024,0/1
188,letter_A,binary_letter,391.79043070245797,random,22,20242930,8192,8,0.4869243450018168,False,0.19903551713235274,341.65088982419024,0/1
189,letter_A,binary_letter,391.79043070245797,random,23,20243031,8192,8,0.004839660928120881,False,0.18241332953039477,341.65088982419024,0/1
190,letter_A,binary_letter,391.79043070245797,random,24,20243132,8192,8,0.09067912194159979,False,0.18986170561946702,341.65088982419024,0/1
191,letter_A,binary_letter,391.79043070245797,random,25,20243233,8192,8,0.5475983055791868,False,0.1869277640602269,341.65088982419024,0/1
192,letter_A,binary_letter,391.79043070245797,random,26,20243334,8192,8,0.02651109756275432,False,0.18441667440768045,341.65088982419024,0/1
193,letter_A,binary_letter,391.79043070245797,random,27,20243435,8192,8,0.4046971356080745,False,0.1730336293705416,341.65088982419024,0/1
194,letter_A,binary_letter,391.79043070245797,random,28,20243536,8192,8,0.21038005426003795,False,0.18500751375333388,341.6508898241902,0/1
195,letter_A,binary_letter,391.79043070245797,random,29,20243637,8192,8,0.14125974827466134,False,0.19499929933282,341.65088982419024,0/1
196,letter_A,binary_letter,391.79043070245797,random,30,20243738,8192,8,0.002537038446755412,False,0.19580611104211965,341.65088982419024,0/1
197,letter_A,binary_letter,391.79043070245797,random,31,20243839,8192,8,0.018310149144781875,False,0.18436058825670268,341.6508898241902,0/1
198,letter_L,binary_letter,238.05133542118594,ordered,-1,-1,8192,8,1.0748250146772912e-20,True,1.0,216.3046828621289,0/1
199,letter_L,binary_letter,238.05133542118594,random,0,20240708,8192,8,0.022130807807731676,False,0.24165863973985655,216.3046828621289,0/1
200,letter_L,binary_letter,238.05133542118594,random,1,20240809,8192,8,0.008522625973266003,False,0.27305098563267804,216.3046828621289,0/1
201,letter_L,binary_letter,238.05133542118594,random,2,20240910,8192,8,0.24948765021427902,False,0.2842673114334435,216.3046828621289,0/1
202,letter_L,binary_letter,238.05133542118594,random,3,20241011,8192,8,0.2016448175209854,False,0.20233708522664037,216.3046828621289,0/1
203,letter_L,binary_letter,238.05133542118594,random,4,20241112,8192,8,2.0077457293113083e-05,True,0.2234141937807434,216.3046828621289,0/1
204,letter_L,binary_letter,238.05133542118594,random,5,20241213,8192,8,0.06900594395417937,False,0.2390375629812249,216.30468286212889,0/1
205,letter_L,binary_letter,238.05133542118594,random,6,20241314,8192,8,0.006269682747349938,False,0.2367123936471004,216.3046828621289,0/1
206,letter_L,binary_letter,238.05133542118594,random,7,20241415,8192,8,0.047690646848739075,False,0.26875101489121617,216.3046828621289,0/1
207,letter_L,binary_letter,238.05133542118594,random,8,20241516,8192,8,0.003370216422502846,False,0.2604333300299401,216.3046828621289,0/1
208,letter_L,binary_letter,238.05133542118594,random,9,20241617,8192,8,0.5384057335412928,False,0.25029285013510505,216.30468286212889,0/1
209,letter_L,binary_letter,238.05133542118594,random,10,20241718,8192,8,0.0308076359978715,False,0.2662048748391537,216.3046828621289,0/1
210,letter_L,binary_letter,238.05133542118594,random,11,20241819,8192,8,0.6494265943675839,False,0.22219444682408418,216.30468286212889,0/1
211,letter_L,binary_letter,238.05133542118594,random,12,20241920,8192,8,0.15018708919562662,False,0.24595861048131837,216.3046828621289,0/1
212,letter_L,binary_letter,238.05133542118594,random,13,20242021,8192,8,0.4522512040014365,False,0.2941987649720705,216.3046828621289,0/1
213,letter_L,binary_letter,238.05133542118594,random,14,20242122,8192,8,0.08446804825671275,False,0.24903926078563113,216.3046828621289,0/1
214,letter_L,binary_letter,238.05133542118594,random,15,20242223,8192,8,0.00024416412038565484,True,0.24577660111649507,216.3046828621289,0/1
215,letter_L,binary_letter,238.05133542118594,random,16,20242324,8192,8,0.5750442154626869,False,0.24860926371148498,216.30468286212889,0/1
216,letter_L,binary_letter,238.05133542118594,random,17,20242425,8192,8,0.022175260302801206,False,0.23362705090199773,216.3046828621289,0/1
217,letter_L,binary_letter,238.05133542118594,random,18,20242526,8192,8,0.032508659367535456,False,0.22685630333455278,216.3046828621289,0/1
218,letter_L,binary_letter,238.05133542118594,random,19,20242627,8192,8,0.5670187866919918,False,0.2535919116772058,216.30468286212889,0/1
219,letter_L,binary_letter,238.05133542118594,random,20,20242728,8192,8,0.3891915711050581,False,0.2968447257614472,216.30468286212889,0/1
220,letter_L,binary_letter,238.05133542118594,random,21,20242829,8192,8,0.7712846122018598,False,0.22764605321706588,216.3046828621289,0/1
221,letter_L,binary_letter,238.05133542118594,random,22,20242930,8192,8,0.42751159611064743,False,0.24115114647899116,216.30468286212886,0/1
222,letter_L,binary_letter,238.05133542118594,random,23,20243031,8192,8,0.07373861184929557,False,0.2144185241359983,216.3046828621289,0/1
223,letter_L,binary_letter,238.05133542118594,random,24,20243132,8192,8,0.04949475571431809,False,0.2546994670153108,216.30468286212889,0/1
224,letter_L,binary_letter,238.05133542118594,random,25,20243233,8192,8,0.017673552627127748,False,0.24387929589587692,216.30468286212889,0/1
225,letter_L,binary_letter,238.05133542118594,random,26,20243334,8192,8,0.01067508842207887,False,0.24570593033120566,216.30468286212889,0/1
226,letter_L,binary_letter,238.05133542118594,random,27,20243435,8192,8,0.0003978996483570515,True,0.24326472997675738,216.3046828621289,0/1
227,letter_L,binary_letter,238.05133542118594,random,28,20243536,8192,8,0.12774771471312016,False,0.21628625288508163,216.3046828621289,0/1
228,letter_L,binary_letter,238.05133542118594,random,29,20243637,8192,8,0.1221723347066245,False,0.22968683296890283,216.30468286212889,0/1
229,letter_L,binary_letter,238.05133542118594,random,30,20243738,8192,8,0.011127480461835065,False,0.2753782879274424,216.3046828621289,0/1
230,letter_L,binary_letter,238.05133542118594,random,31,20243839,8192,8,0.5477038229285376,False,0.24144022850206853,216.3046828621289,0/1
231,stripe,stripe,2048.0,ordered,-1,-1,8192,8,0.00021599614175305784,True,1.0,2048.0,0/1
232,stripe,stripe,2048.0,random,0,20240708,8192,8,0.08963519744527583,False,0.056640625,2048.0,0/1
233,stripe,stripe,2048.0,random,1,20240809,8192,8,0.0018397718284071205,False,0.0556640625,2048.0,0/1
234,stripe,stripe,2048.0,random,2,20240910,8192,8,0.02318620357001061,False,0.06640625,2048.0,0/1
235,stripe,stripe,2048.0,random,3,20241011,8192,8,0.01755476634544069,False,0.05859375,2048.0,0/1
236,stripe,stripe,2048.0,random,4,20241112,8192,8,0.009724108855244613,False,0.0576171875,2048.0,0/1
237,stripe,stripe,2048.0,random,5,20241213,8192,8,0.06670559515938064,False,0.0654296875,2048.0,0/1
238,stripe,stripe,2048.0,random,6,20241314,8192,8,0.03197759159965613,False,0.056640625,2048.0,0/1
239,stripe,stripe,2048.0,random,7,20241415,8192,8,0.01686270839015446,False,0.0703125,2048.0,0/1
240,stripe,stripe,2048.0,random,8,20241516,8192,8,0.0029956473614727143,False,0.0625,2048.0,0/1
241,stripe,stripe,2048.0,random,9,20241617,8192,8,0.006229901914638367,False,0.0537109375,2048.0,0/1
242,stripe,stripe,2048.0,random,10,20241718,8192,8,0.003092810350656989,False,0.056640625,2048.0,0/1
243,stripe,stripe,2048.0,random,11,20241819,8192,8,0.29117199361376017,False,0.064453125,2048.0,0/1
244,stripe,stripe,2048.0,random,12,20241920,8192,8,0.08595404207697407,False,0.0615234375,2048.0,0/1
245,stripe,stripe,2048.0,random,13,20242021,8192,8,0.06093657377881378,False,0.0576171875,2048.0,0/1
246,stripe,stripe,2048.0,random,14,20242122,8192,8,0.1445887866211003,False,0.060546875,2048.0,0/1
247,stripe,stripe,2048.0,random,15,20242223,8192,8,0.029611487055941334,False,0.0595703125,2048.0,0/1
248,stripe,stripe,2048.0,random,16,20242324,8192,8,0.026849503274800943,False,0.0546875,2048.0,0/1
249,stripe,stripe,2048.0,random,17,20242425,8192,8,0.10969442155036511,False,0.0595703125,2048.0,0/1
250,stripe,stripe,2048.0,random,18,20242526,8192,8,0.014317291256812845,False,0.060546875,2048.0,0/1
251,stripe,stripe,2048.0,random,19,20242627,8192,8,0.5621255824815614,False,0.0595703125,2048.0,0/1
252,stripe,stripe,2048.0,random,20,20242728,8192,8,0.008233148266282776,False,0.0546875,2048.0,0/1
253,stripe,stripe,2048.0,random,21,20242829,8192,8,0.1067220797224666,False,0.0546875,2048.0,0/1
254,stripe,stripe,2048.0,random,22,20242930,8192,8,0.012149622221736706,False,0.0673828125,2048.0,0/1
255,stripe,stripe,2048.0,random,23,20243031,8192,8,0.00037282675278241874,True,0.060546875,2048.0,0/1
256,stripe,stripe,2048.0,random,24,20243132,8192,8,0.07197319206936732,False,0.052734375,2048.0,0/1
257,stripe,stripe,2048.0,random,25,20243233,8192,8,0.28036749689661256,False,0.0595703125,2048.0,0/1
258,stripe,stripe,2048.0,random,26,20243334,8192,8,0.18112573226251683,False,0.0615234375,2048.0,0/1
259,stripe,stripe,2048.0,random,27,20243435,8192,8,0.23101275455150835,False,0.0634765625,2048.0,0/1
260,stripe,stripe,2048.0,random,28,20243536,8192,8,0.0437046830396629,False,0.060546875,2048.0,0/1
261,stripe,stripe,2048.0,random,29,20243637,8192,8,0.009237759470521524,False,0.056640625,2048.0,0/1
262,stripe,stripe,2048.0,random,30,20243738,8192,8,0.06841723090625097,False,0.0615234375,2048.0,0/1
263,stripe,stripe,2048.0,random,31,20243839,8192,8,0.18134681828355137,False,0.0615234375,2048.0,0/1
264,ring,ring,868.0,ordered,-1,-1,8192,8,0.0032103977646529575,False,0.6497695852534562,868.0,0/1
265,ring,ring,868.0,random,0,20240708,8192,8,0.7603993694270741,False,0.12211981566820276,868.0,0/1
266,ring,ring,868.0,random,1,20240809,8192,8,0.1170138813489831,False,0.10138248847926268,868.0,0/1
267,ring,ring,868.0,random,2,20240910,8192,8,0.0032786039362068145,False,0.1313364055299539,868.0,0/1
268,ring,ring,868.0,random,3,20241011,8192,8,0.007344112910647077,False,0.11290322580645161,868.0,0/1
269,ring,ring,868.0,random,4,20241112,8192,8,0.024159685047549794,False,0.11981566820276497,868.0,0/1
270,ring,ring,868.0,random,5,20241213,8192,8,0.009906455894255,False,0.10829493087557604,868.0,0/1
271,ring,ring,868.0,random,6,20241314,8192,8,0.11205473433096344,False,0.10138248847926268,868.0,0/1
272,ring,ring,868.0,random,7,20241415,8192,8,0.007769505097996242,False,0.1152073732718894,868.0,0/1
273,ring,ring,868.0,random,8,20241516,8192,8,0.0016380406049198316,False,0.10138248847926268,868.0,0/1
274,ring,ring,868.0,random,9,20241617,8192,8,0.07534296048755397,False,0.1152073732718894,868.0,0/1
275,ring,ring,868.0,random,10,20241718,8192,8,0.06205989098549586,False,0.11981566820276497,868.0,0/1
276,ring,ring,868.0,random,11,20241819,8192,8,0.0017773058861631338,False,0.12442396313364056,868.0,0/1
277,ring,ring,868.0,random,12,20241920,8192,8,0.007904789023150793,False,0.11981566820276497,868.0,0/1
278,ring,ring,868.0,random,13,20242021,8192,8,0.07753509892534324,False,0.12442396313364056,868.0,0/1
279,ring,ring,868.0,random,14,20242122,8192,8,0.9997390816399185,False,0.12672811059907835,868.0,0/1
280,ring,ring,868.0,random,15,20242223,8192,8,0.007215429842161045,False,0.11981566820276497,868.0,0/1
281,ring,ring,868.0,random,16,20242324,8192,8,0.2949941249760233,False,0.10368663594470046,868.0,0/1
282,ring,ring,868.0,random,17,20242425,8192,8,0.25096781918891464,False,0.10368663594470046,868.0,0/1
283,ring,ring,868.0,random,18,20242526,8192,8,0.000269475088184832,True,0.12672811059907835,868.0,0/1
284,ring,ring,868.0,random,19,20242627,8192,8,0.0072332793368310245,False,0.0967741935483871,868.0,0/1
285,ring,ring,868.0,random,20,20242728,8192,8,0.3916422280247742,False,0.12442396313364056,868.0,0/1
286,ring,ring,868.0,random,21,20242829,8192,8,0.0045902079521006655,False,0.10368663594470046,868.0,0/1
287,ring,ring,868.0,random,22,20242930,8192,8,0.16924902119692983,False,0.10599078341013825,868.0,0/1
288,ring,ring,868.0,random,23,20243031,8192,8,0.005536883515448891,False,0.10368663594470046,868.0,0/1
289,ring,ring,868.0,random,24,20243132,8192,8,0.10607619415071032,False,0.1152073732718894,868.0,0/1
290,ring,ring,868.0,random,25,20243233,8192,8,0.13605414304047245,False,0.10599078341013825,868.0,0/1
291,ring,ring,868.0,random,26,20243334,8192,8,0.07828442284267902,False,0.10599078341013825,868.0,0/1
292,ring,ring,868.0,random,27,20243435,8192,8,0.16043015717843095,False,0.11981566820276497,868.0,0/1
293,ring,ring,868.0,random,28,20243536,8192,8,0.0012377475844100902,False,0.0967741935483871,868.0,0/1
294,ring,ring,868.0,random,29,20243637,8192,8,0.6561188756191862,False,0.1175115207373272,868.0,0/1
295,ring,ring,868.0,random,30,20243738,8192,8,0.18016796682758274,False,0.10368663594470046,868.0,0/1
296,ring,ring,868.0,random,31,20243839,8192,8,0.13490232229685492,False,0.10829493087557604,868.0,0/1
297,natural_patch,procedural_natural,3237.768951772969,ordered,-1,-1,8192,8,0.032386103752608725,False,0.46921083248271644,553.1527528411744,0/1
298,natural_patch,procedural_natural,3237.768951772969,random,0,20240708,8192,8,0.3758854999545868,False,0.062283978052397874,553.1527528411744,0/1
299,natural_patch,procedural_natural,3237.768951772969,random,1,20240809,8192,8,0.012999926925466173,False,0.07104549985823831,553.1527528411746,0/1
300,natural_patch,procedural_natural,3237.768951772969,random,2,20240910,8192,8,0.03677332857472709,False,0.05610381420624278,553.1527528411744,0/1
301,natural_patch,procedural_natural,3237.768951772969,random,3,20241011,8192,8,0.019565407594782546,False,0.061462786232781945,553.1527528411744,0/1
302,natural_patch,procedural_natural,3237.768951772969,random,4,20241112,8192,8,0.015495136760256385,False,0.06122168205912379,553.1527528411746,0/1
303,natural_patch,procedural_natural,3237.768951772969,random,5,20241213,8192,8,0.02006476923644314,False,0.05610836727840702,553.1527528411744,0/1
304,natural_patch,procedural_natural,3237.768951772969,random,6,20241314,8192,8,0.052922380771026914,False,0.059588409520854854,553.1527528411744,0/1
305,natural_patch,procedural_natural,3237.768951772969,random,7,20241415,8192,8,0.08509990867418821,False,0.06414051136912895,553.1527528411746,0/1
306,natural_patch,procedural_natural,3237.768951772969,random,8,20241516,8192,8,0.025602071586170713,False,0.05976587790289838,553.1527528411746,0/1
307,natural_patch,procedural_natural,3237.768951772969,random,9,20241617,8192,8,0.020131761533324362,False,0.05295470550274026,553.1527528411746,0/1
308,natural_patch,procedural_natural,3237.768951772969,random,10,20241718,8192,8,0.08078434732753761,False,0.05565030040950039,553.1527528411746,0/1
309,natural_patch,procedural_natural,3237.768951772969,random,11,20241819,8192,8,0.01412847886962547,False,0.06457973926255638,553.1527528411744,0/1
310,natural_patch,procedural_natural,3237.768951772969,random,12,20241920,8192,8,0.06204451522670854,False,0.05824472953490983,553.1527528411746,0/1
311,natural_patch,procedural_natural,3237.768951772969,random,13,20242021,8192,8,0.10156963157702226,False,0.06519934955653225,553.1527528411746,0/1
312,natural_patch,procedural_natural,3237.768951772969,random,14,20242122,8192,8,0.2475167952475669,False,0.05787985855779906,553.1527528411746,0/1
313,natural_patch,procedural_natural,3237.768951772969,random,15,20242223,8192,8,0.04140189207313267,False,0.05901259962254988,553.1527528411746,0/1
314,natural_patch,procedural_natural,3237.768951772969,random,16,20242324,8192,8,0.061505040819877524,False,0.05824717256101565,553.1527528411744,0/1
315,natural_patch,procedural_natural,3237.768951772969,random,17,20242425,8192,8,0.27659745487214055,False,0.062019240718955794,553.1527528411746,0/1
316,natural_patch,procedural_natural,3237.768951772969,random,18,20242526,8192,8,0.013546698379616058,False,0.05516824011648612,553.1527528411746,0/1
317,natural_patch,procedural_natural,3237.768951772969,random,19,20242627,8192,8,0.08893224065833441,False,0.05652419552809994,553.1527528411744,0/1
318,natural_patch,procedural_natural,3237.768951772969,random,20,20242728,8192,8,0.11991429476398766,False,0.06156549659674499,553.1527528411744,0/1
319,natural_patch,procedural_natural,3237.768951772969,random,21,20242829,8192,8,0.08629953310568933,False,0.05954985080657497,553.1527528411746,0/1
320,natural_patch,procedural_natural,3237.768951772969,random,22,20242930,8192,8,0.032743376279251904,False,0.07295007896261245,553.1527528411743,0/1
321,natural_patch,procedural_natural,3237.768951772969,random,23,20243031,8192,8,0.005090635123799031,False,0.0528637441247962,553.1527528411746,0/1
322,natural_patch,procedural_natural,3237.768951772969,random,24,20243132,8192,8,0.11827384412784256,False,0.06784804519098751,553.1527528411746,0/1
323,natural_patch,procedural_natural,3237.768951772969,random,25,20243233,8192,8,0.03645909064079534,False,0.06290305984168026,553.1527528411744,0/1
324,natural_patch,procedural_natural,3237.768951772969,random,26,20243334,8192,8,0.13519603910783742,False,0.0633008597003492,553.1527528411744,0/1
325,natural_patch,procedural_natural,3237.768951772969,random,27,20243435,8192,8,0.08378998785452642,False,0.05305405824432077,553.1527528411746,0/1
326,natural_patch,procedural_natural,3237.768951772969,random,28,20243536,8192,8,0.014652357556241192,False,0.05715470532646369,553.1527528411746,0/1
327,natural_patch,procedural_natural,3237.768951772969,random,29,20243637,8192,8,0.06656504384796554,False,0.07212504269551297,553.1527528411746,0/1
328,natural_patch,procedural_natural,3237.768951772969,random,30,20243738,8192,8,0.02907867851586623,False,0.061355220930356925,553.1527528411746,0/1
329,natural_patch,procedural_natural,3237.768951772969,random,31,20243839,8192,8,0.17220785755727425,False,0.056215172161559766,553.1527528411746,0/1
