sigma_a,correction,challenger,baseline,rho_star_first_ge,boundary_status,max_margin_db,min_margin_db,points
0.05,agc,random_uniform,hadamard_paired,,not_reached,-4.035957726794122,-10.067930818772632,3
0.05,agc,random_binary,hadamard_paired,,not_reached,-3.006651954617473,-10.192662486470253,3
0.05,agc,fourier_fourstep,hadamard_paired,,not_reached,-0.8424371826855896,-2.8770300350351548,3
0.05,agc,dct_paired,hadamard_paired,,not_reached,-1.2454114046498326,-2.2995937230947234,3
0.05,agc,srht_paired,hadamard_paired,0.001,left_censored,18.830036312707353,1.269773192292135,3
0.05,none,random_uniform,hadamard_paired,,not_reached,-5.215510437293442,-25.101470665633165,3
0.05,none,random_binary,hadamard_paired,,not_reached,-4.167630232731598,-24.42061699703433,3
0.05,none,fourier_fourstep,hadamard_paired,,not_reached,-2.6222492893978053,-18.785400928681163,3
0.05,none,dct_paired,hadamard_paired,0.001,left_censored,0.7266465395731245,-2.6950170619217992,3
0.05,none,srht_paired,hadamard_paired,0.001,left_censored,1.3351408849223176,-0.06614021071847276,3
0.05,pairwise,dct_paired,hadamard_paired,,not_reached,-2.273853813847076,-3.0118938195431895,3
0.05,pairwise,srht_paired,hadamard_paired,0.001,left_censored,0.05715194988728456,0.0067505487310839385,3
0.05,reference_k2,random_uniform,hadamard_paired,,not_reached,-5.7771986341437085,-32.91168719464468,3
0.05,reference_k2,random_binary,hadamard_paired,,not_reached,-5.064911206045304,-33.08767176310326,3
0.05,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-2.7374498107370506,-28.15188228684575,3
0.05,reference_k2,dct_paired,hadamard_paired,,not_reached,-2.494507124255673,-3.0065973287190175,3
0.05,reference_k2,srht_paired,hadamard_paired,0.001,left_censored,0.09109756830396876,0.027141494439831604,3
0.05,reference_k8,random_uniform,hadamard_paired,,not_reached,-5.552724993307097,-30.32780055816415,3
0.05,reference_k8,random_binary,hadamard_paired,,not_reached,-4.454233066562896,-30.48635819132417,3
0.05,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-2.7177046028904375,-25.552274772185555,3
0.05,reference_k8,dct_paired,hadamard_paired,,not_reached,-2.290938212504095,-3.0312793294514364,3
0.05,reference_k8,srht_paired,hadamard_paired,1.0,observed,0.054821726215777744,-0.05756508215025491,3
0.05,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-5.0666500232840175,-7.694224890191803,3
0.05,scgi_frozen,random_binary,hadamard_paired,,not_reached,-4.38596258096964,-6.9446356469639365,3
0.05,scgi_frozen,fourier_fourstep,hadamard_paired,,not_reached,-2.6972497536841242,-4.925661689769173,3
0.05,scgi_frozen,dct_paired,hadamard_paired,0.001,left_censored,0.3437699530522558,-0.9729596484095566,3
0.05,scgi_frozen,srht_paired,hadamard_paired,,not_reached,-1.1453499261915852,-2.576148002179707,3
0.05,scgi_proxy,random_uniform,hadamard_paired,,not_reached,-5.237088028625227,-29.509729700784405,3
0.05,scgi_proxy,random_binary,hadamard_paired,,not_reached,-4.206989100665512,-29.633851690732456,3
0.05,scgi_proxy,fourier_fourstep,hadamard_paired,,not_reached,-2.7615577592307012,-23.57814047383201,3
0.05,scgi_proxy,dct_paired,hadamard_paired,,not_reached,-2.226439272218119,-2.7765469841076182,3
0.05,scgi_proxy,srht_paired,hadamard_paired,1.0,observed,0.06422061828018144,-0.1848852926850597,3
0.3,agc,random_uniform,hadamard_paired,,not_reached,-0.26026628121529605,-10.542121462985989,3
0.3,agc,random_binary,hadamard_paired,,not_reached,-0.1059744919566068,-9.622827910984435,3
0.3,agc,fourier_fourstep,hadamard_paired,,not_reached,-0.18745799783772554,-2.1830229298272066,3
0.3,agc,dct_paired,hadamard_paired,,not_reached,-0.18735976605604598,-1.9563024606594404,3
0.3,agc,srht_paired,hadamard_paired,0.001,left_censored,5.427716063264004,0.12652149243380428,3
0.3,none,random_uniform,hadamard_paired,,not_reached,-0.32123077263770483,-12.513517564574402,3
0.3,none,random_binary,hadamard_paired,,not_reached,-0.1502634920776611,-11.833347153418295,3
0.3,none,fourier_fourstep,hadamard_paired,,not_reached,-0.17589077239296813,-3.606551847247072,3
0.3,none,dct_paired,hadamard_paired,,not_reached,-0.035992214994152505,-0.8000958074860876,3
0.3,none,srht_paired,hadamard_paired,0.001,left_censored,1.4627406875516051,0.06492358863224901,3
0.3,pairwise,dct_paired,hadamard_paired,,not_reached,-0.23977191938460507,-2.9383488370522386,3
0.3,pairwise,srht_paired,hadamard_paired,0.001,left_censored,0.07713585382338373,0.021371136132039226,3
0.3,reference_k2,random_uniform,hadamard_paired,,not_reached,-0.43950264947884854,-17.46100129125874,3
0.3,reference_k2,random_binary,hadamard_paired,1.0,observed,0.01697726753834594,-17.578579761231268,3
0.3,reference_k2,fourier_fourstep,hadamard_paired,,not_reached,-0.1990138307495215,-12.875984670939676,3
0.3,reference_k2,dct_paired,hadamard_paired,,not_reached,-0.35254820152880484,-2.9818806336271315,3
0.3,reference_k2,srht_paired,hadamard_paired,0.001,left_censored,0.12978886387474553,0.04315046471196382,3
0.3,reference_k8,random_uniform,hadamard_paired,,not_reached,-0.3601370582191876,-15.3466949582445,3
0.3,reference_k8,random_binary,hadamard_paired,,not_reached,-0.20337426567717287,-15.13972459599691,3
0.3,reference_k8,fourier_fourstep,hadamard_paired,,not_reached,-0.19855203529523635,-10.668880303212564,3
0.3,reference_k8,dct_paired,hadamard_paired,,not_reached,-0.20652928574159013,-2.9715629614269297,3
0.3,reference_k8,srht_paired,hadamard_paired,0.1,observed,0.05242148700018845,-0.043545672126501955,3
0.3,scgi_frozen,random_uniform,hadamard_paired,,not_reached,-0.3883668281970092,-7.234226042209654,3
0.3,scgi_frozen,random_binary,hadamard_paired,,not_reached,-0.19855884319590622,-6.437284438118102,3
0.3,scgi_frozen,fourier_fourstep,hadamard_paired,,not_reached,-0.12150927741086726,-3.879143390956788,3
0.3,scgi_frozen,dct_paired,hadamard_paired,0.001,left_censored,0.706224813444269,-0.7368699835959447,3
0.3,scgi_frozen,srht_paired,hadamard_paired,1.0,observed,0.03909790948691061,-0.31214725971504365,3
0.3,scgi_proxy,random_uniform,hadamard_paired,,not_reached,-0.33231038027480686,-16.068249825646802,3
0.3,scgi_proxy,random_binary,hadamard_paired,,not_reached,-0.1755870973652165,-15.14815854254606,3
0.3,scgi_proxy,fourier_fourstep,hadamard_paired,,not_reached,-0.20439812311483685,-9.026056422208821,3
0.3,scgi_proxy,dct_paired,hadamard_paired,,not_reached,-0.19027685623414392,-2.6800442088360796,3
0.3,scgi_proxy,srht_paired,hadamard_paired,0.1,observed,0.1983265391822986,-0.15078705761361988,3
