config_id,objects,mean_cnr,min_cnr,mean_psnr,min_psnr,mean_ssim,steps,lr,beta,xi,x_step,channels,blocks,residual_scale,denoiser,denoise_kernel,nlm_h
cfg0023,1,9.36478328704834,9.36478328704834,7.604989528656006,7.604989528656006,0.17761966586112976,36,0.001,0.55,0.5,0.11,24,3,0.3,nlm,3,0.062
cfg0038,1,9.325484275817871,9.325484275817871,6.952124118804932,6.952124118804932,0.1770910769701004,37,0.001,0.55,0.5,0.105,24,3,0.3,nlm,3,0.062
cfg0026,1,9.25279426574707,9.25279426574707,6.930245876312256,6.930245876312256,0.1740625500679016,36,0.001,0.55,0.5,0.115,24,3,0.3,nlm,3,0.062
cfg0025,1,9.22070598602295,9.22070598602295,6.942702293395996,6.942702293395996,0.17728546261787415,36,0.001,0.55,0.5,0.115,24,3,0.3,nlm,3,0.06
cfg0022,1,9.214393615722656,9.214393615722656,7.619768142700195,7.619768142700195,0.18077358603477478,36,0.001,0.55,0.5,0.11,24,3,0.3,nlm,3,0.06
cfg0037,1,9.209004402160645,9.209004402160645,6.964290142059326,6.964290142059326,0.18014833331108093,37,0.001,0.55,0.5,0.105,24,3,0.3,nlm,3,0.06
cfg0008,1,9.186357498168945,9.186357498168945,8.184925079345703,8.184925079345703,0.1770664006471634,35,0.001,0.55,0.5,0.115,24,3,0.3,nlm,3,0.062
cfg0007,1,9.005688667297363,9.005688667297363,8.202303886413574,8.202303886413574,0.18028031289577484,35,0.001,0.55,0.5,0.115,24,3,0.3,nlm,3,0.06
cfg0040,1,9.003134727478027,9.003134727478027,6.237320899963379,6.237320899963379,0.1754775047302246,37,0.001,0.55,0.5,0.11,24,3,0.3,nlm,3,0.06
cfg0041,1,9.00261116027832,9.00261116027832,6.227047443389893,6.227047443389893,0.1723698377609253,37,0.001,0.55,0.5,0.11,24,3,0.3,nlm,3,0.062
cfg0020,1,8.943642616271973,8.943642616271973,8.312126159667969,8.312126159667969,0.18025535345077515,36,0.001,0.55,0.5,0.105,24,3,0.3,nlm,3,0.062
cfg0024,1,8.857851028442383,8.857851028442383,6.954145431518555,6.954145431518555,0.18020027875900269,36,0.001,0.55,0.5,0.115,24,3,0.3,nlm,3,0.058
cfg0036,1,8.76466178894043,8.76466178894043,6.975090980529785,6.975090980529785,0.1828821748495102,37,0.001,0.55,0.5,0.105,24,3,0.3,nlm,3,0.058
cfg0021,1,8.726853370666504,8.726853370666504,7.6325788497924805,7.6325788497924805,0.18360424041748047,36,0.001,0.55,0.5,0.11,24,3,0.3,nlm,3,0.058
cfg0039,1,8.69914722442627,8.69914722442627,6.246413230895996,6.246413230895996,0.17827722430229187,37,0.001,0.55,0.5,0.11,24,3,0.3,nlm,3,0.058
cfg0055,1,8.675094604492188,8.675094604492188,5.523793697357178,5.523793697357178,0.17299780249595642,38,0.001,0.55,0.5,0.105,24,3,0.3,nlm,3,0.06
cfg0019,1,8.656203269958496,8.656203269958496,8.328899383544922,8.328899383544922,0.18326057493686676,36,0.001,0.55,0.5,0.105,24,3,0.3,nlm,3,0.06
cfg0056,1,8.654902458190918,8.654902458190918,5.5154266357421875,5.5154266357421875,0.17002537846565247,38,0.001,0.55,0.5,0.105,24,3,0.3,nlm,3,0.062
cfg0043,1,8.61782455444336,8.61782455444336,5.6281538009643555,5.6281538009643555,0.1711200475692749,37,0.001,0.55,0.5,0.115,24,3,0.3,nlm,3,0.06
cfg0044,1,8.565030097961426,8.565030097961426,5.619655609130859,5.619655609130859,0.16802485287189484,37,0.001,0.55,0.5,0.115,24,3,0.3,nlm,3,0.062
cfg0005,1,8.562414169311523,8.562414169311523,8.762239456176758,8.762239456176758,0.17801406979560852,35,0.001,0.55,0.5,0.11,24,3,0.3,nlm,3,0.062
cfg0006,1,8.504448890686035,8.504448890686035,8.217774391174316,8.217774391174316,0.18316954374313354,35,0.001,0.55,0.5,0.115,24,3,0.3,nlm,3,0.058
cfg0046,1,8.448509216308594,8.448509216308594,6.951395034790039,6.951395034790039,0.17800873517990112,37,0.001,0.6,0.5,0.105,24,3,0.3,nlm,3,0.06
cfg0028,1,8.43862533569336,8.43862533569336,8.314003944396973,8.314003944396973,0.1812162697315216,36,0.001,0.6,0.5,0.105,24,3,0.3,nlm,3,0.06
cfg0054,1,8.43147087097168,8.43147087097168,5.531464576721191,5.531464576721191,0.17566362023353577,38,0.001,0.55,0.5,0.105,24,3,0.3,nlm,3,0.058
cfg0031,1,8.431249618530273,8.431249618530273,7.604232311248779,7.604232311248779,0.17854703962802887,36,0.001,0.6,0.5,0.11,24,3,0.3,nlm,3,0.06
cfg0029,1,8.422792434692383,8.422792434692383,8.294651985168457,8.294651985168457,0.1777975857257843,36,0.001,0.6,0.5,0.105,24,3,0.3,nlm,3,0.062
cfg0042,1,8.411251068115234,8.411251068115234,5.636152744293213,5.636152744293213,0.17392456531524658,37,0.001,0.55,0.5,0.115,24,3,0.3,nlm,3,0.058
cfg0045,1,8.345440864562988,8.345440864562988,6.963510990142822,6.963510990142822,0.181171715259552,37,0.001,0.6,0.5,0.105,24,3,0.3,nlm,3,0.058
cfg0016,1,8.309919357299805,8.309919357299805,8.185396194458008,8.185396194458008,0.17800098657608032,35,0.001,0.6,0.5,0.115,24,3,0.3,nlm,3,0.06
cfg0030,1,8.306387901306152,8.306387901306152,7.619565963745117,7.619565963745117,0.1818208396434784,36,0.001,0.6,0.5,0.11,24,3,0.3,nlm,3,0.058
cfg0047,1,8.305097579956055,8.305097579956055,6.937776565551758,6.937776565551758,0.17452988028526306,37,0.001,0.6,0.5,0.105,24,3,0.3,nlm,3,0.062
cfg0032,1,8.301506042480469,8.301506042480469,7.5878005027771,7.5878005027771,0.17495517432689667,36,0.001,0.6,0.5,0.11,24,3,0.3,nlm,3,0.062
cfg0004,1,8.27787971496582,8.27787971496582,8.781463623046875,8.781463623046875,0.18104684352874756,35,0.001,0.55,0.5,0.11,24,3,0.3,nlm,3,0.06
cfg0058,1,8.246783256530762,8.246783256530762,4.931613445281982,4.931613445281982,0.1681482195854187,38,0.001,0.55,0.5,0.11,24,3,0.3,nlm,3,0.06
cfg0017,1,8.201523780822754,8.201523780822754,8.165623664855957,8.165623664855957,0.17434276640415192,35,0.001,0.6,0.5,0.115,24,3,0.3,nlm,3,0.062
cfg0059,1,8.178086280822754,8.178086280822754,4.924515724182129,4.924515724182129,0.16519930958747864,38,0.001,0.55,0.5,0.11,24,3,0.3,nlm,3,0.062
cfg0027,1,8.171600341796875,8.171600341796875,8.33089828491211,8.33089828491211,0.18430042266845703,36,0.001,0.6,0.5,0.105,24,3,0.3,nlm,3,0.058
cfg0015,1,8.165199279785156,8.165199279785156,8.203207969665527,8.203207969665527,0.181339293718338,35,0.001,0.6,0.5,0.115,24,3,0.3,nlm,3,0.058
cfg0014,1,8.157872200012207,8.157872200012207,8.742565155029297,8.742565155029297,0.17552033066749573,35,0.001,0.6,0.5,0.11,24,3,0.3,nlm,3,0.062
cfg0034,1,8.154407501220703,8.154407501220703,6.9288153648376465,6.9288153648376465,0.17495012283325195,36,0.001,0.6,0.5,0.115,24,3,0.3,nlm,3,0.06
cfg0013,1,8.15353775024414,8.15353775024414,8.764652252197266,8.764652252197266,0.17897503077983856,35,0.001,0.6,0.5,0.11,24,3,0.3,nlm,3,0.06
cfg0057,1,8.121403694152832,8.121403694152832,4.938018798828125,4.938018798828125,0.17077156901359558,38,0.001,0.55,0.5,0.11,24,3,0.3,nlm,3,0.058
cfg0033,1,8.121049880981445,8.121049880981445,6.941454887390137,6.941454887390137,0.17832240462303162,36,0.001,0.6,0.5,0.115,24,3,0.3,nlm,3,0.058
cfg0018,1,8.09579086303711,8.09579086303711,8.343282699584961,8.343282699584961,0.1859302520751953,36,0.001,0.55,0.5,0.105,24,3,0.3,nlm,3,0.058
cfg0049,1,8.047505378723145,8.047505378723145,6.224911212921143,6.224911212921143,0.1732424646615982,37,0.001,0.6,0.5,0.11,24,3,0.3,nlm,3,0.06
cfg0048,1,8.032857894897461,8.032857894897461,6.235513210296631,6.235513210296631,0.1764901578426361,37,0.001,0.6,0.5,0.11,24,3,0.3,nlm,3,0.058
cfg0035,1,7.983606815338135,7.983606815338135,6.914982318878174,6.914982318878174,0.171279639005661,36,0.001,0.6,0.5,0.115,24,3,0.3,nlm,3,0.062
cfg0061,1,7.936579704284668,7.936579704284668,4.491092205047607,4.491092205047607,0.16427186131477356,38,0.001,0.55,0.5,0.115,24,3,0.3,nlm,3,0.06
cfg0060,1,7.885134220123291,7.885134220123291,4.496833801269531,4.496833801269531,0.1667540967464447,38,0.001,0.55,0.5,0.115,24,3,0.3,nlm,3,0.058
cfg0012,1,7.881162166595459,7.881162166595459,8.784517288208008,8.784517288208008,0.18209344148635864,35,0.001,0.6,0.5,0.11,24,3,0.3,nlm,3,0.058
cfg0063,1,7.873260498046875,7.873260498046875,5.52182149887085,5.52182149887085,0.17397703230381012,38,0.001,0.6,0.5,0.105,24,3,0.3,nlm,3,0.058
cfg0064,1,7.8719892501831055,7.8719892501831055,5.513638496398926,5.513638496398926,0.1708841770887375,38,0.001,0.6,0.5,0.105,24,3,0.3,nlm,3,0.06
cfg0050,1,7.8707733154296875,7.8707733154296875,6.2139458656311035,6.2139458656311035,0.16970494389533997,37,0.001,0.6,0.5,0.11,24,3,0.3,nlm,3,0.062
cfg0062,1,7.83095645904541,7.83095645904541,4.485072612762451,4.485072612762451,0.16144394874572754,38,0.001,0.55,0.5,0.115,24,3,0.3,nlm,3,0.062
cfg0003,1,7.743544101715088,7.743544101715088,8.797739028930664,8.797739028930664,0.1837509274482727,35,0.001,0.55,0.5,0.11,24,3,0.3,nlm,3,0.058
cfg0051,1,7.729599475860596,7.729599475860596,5.626304626464844,5.626304626464844,0.17211654782295227,37,0.001,0.6,0.5,0.115,24,3,0.3,nlm,3,0.058
cfg0052,1,7.707031726837158,7.707031726837158,5.617810249328613,5.617810249328613,0.1688632369041443,37,0.001,0.6,0.5,0.115,24,3,0.3,nlm,3,0.06
cfg0065,1,7.696129322052002,7.696129322052002,5.504615306854248,5.504615306854248,0.16750136017799377,38,0.001,0.6,0.5,0.105,24,3,0.3,nlm,3,0.062
cfg0011,1,7.642705917358398,7.642705917358398,9.23751163482666,9.23751163482666,0.1744203269481659,35,0.001,0.6,0.5,0.105,24,3,0.3,nlm,3,0.062
cfg0066,1,7.536562919616699,7.536562919616699,4.929523944854736,4.929523944854736,0.16911102831363678,38,0.001,0.6,0.5,0.11,24,3,0.3,nlm,3,0.058
cfg0053,1,7.530022144317627,7.530022144317627,5.608595848083496,5.608595848083496,0.16533562541007996,37,0.001,0.6,0.5,0.115,24,3,0.3,nlm,3,0.062
cfg0002,1,7.499733924865723,7.499733924865723,9.255171775817871,9.255171775817871,0.17659884691238403,35,0.001,0.55,0.5,0.105,24,3,0.3,nlm,3,0.062
cfg0067,1,7.493723392486572,7.493723392486572,4.922282695770264,4.922282695770264,0.16602393984794617,38,0.001,0.6,0.5,0.11,24,3,0.3,nlm,3,0.06
cfg0010,1,7.488229274749756,7.488229274749756,9.2608060836792,9.2608060836792,0.17756381630897522,35,0.001,0.6,0.5,0.105,24,3,0.3,nlm,3,0.06
cfg0069,1,7.389429092407227,7.389429092407227,4.489534378051758,4.489534378051758,0.16519975662231445,38,0.001,0.6,0.5,0.115,24,3,0.3,nlm,3,0.058
cfg0068,1,7.319311141967773,7.319311141967773,4.914992809295654,4.914992809295654,0.16266103088855743,38,0.001,0.6,0.5,0.11,24,3,0.3,nlm,3,0.062
cfg0070,1,7.312572002410889,7.312572002410889,4.483582973480225,4.483582973480225,0.1622338593006134,38,0.001,0.6,0.5,0.115,24,3,0.3,nlm,3,0.06
cfg0001,1,7.168267726898193,7.168267726898193,9.274903297424316,9.274903297424316,0.1793617606163025,35,0.001,0.55,0.5,0.105,24,3,0.3,nlm,3,0.06
cfg0071,1,7.130741119384766,7.130741119384766,4.477141857147217,4.477141857147217,0.15897519886493683,38,0.001,0.6,0.5,0.115,24,3,0.3,nlm,3,0.062
cfg0009,1,7.117905139923096,7.117905139923096,9.280640602111816,9.280640602111816,0.18037183582782745,35,0.001,0.6,0.5,0.105,24,3,0.3,nlm,3,0.058
cfg0000,1,6.683050632476807,6.683050632476807,9.291157722473145,9.291157722473145,0.18179279565811157,35,0.001,0.55,0.5,0.105,24,3,0.3,nlm,3,0.058
