image_size,num_pixels,basis,rho,sigma_a,window_frac,window_frames,gain_rel_mse_mean,gain_rel_mse_std,gain_corr_mean,gain_corr_std,boundary_status,censor_type,log_window_observed,sampled_min_window_frames,sampled_max_window_frames,log_window_lower,log_window_upper,predicted_log_window,predicted_window_frames,interval_satisfied,hinge_residual_log10
32,1024,random_binary,3.0,0.3,0.0015,3,0.0550441310042515,0.0026942313958954,0.598606126382947,0.0179591304284816,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.40965411587578365,0.3893551147142594,True,0.0
32,1024,random_binary,3.0,0.5,0.0015,3,0.1425114693120122,0.0070520108950579,0.5936785191297531,0.0164662929275096,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.6368911103494252,0.23073256266175007,True,0.0
32,1024,random_uniform,0.0003,0.05,0.045,92,2.9089828160522305e-05,8.699393831922138e-06,0.942945208400488,0.0372736070041042,interior,exact,1.9637878273455553,3,1024,1.9637878273455553,1.9637878273455553,1.9182954275771618,82.85055606001714,False,-0.04549239976839359
32,1024,random_uniform,0.0003,0.1,0.02,41,5.034556488681119e-05,7.847233389758748e-06,0.9747537653893232,0.0163239315670533,interior,exact,1.6127838567197355,3,1024,1.6127838567197355,1.6127838567197355,1.6182450292553052,41.51882260571037,True,0.005461172535569769
32,1024,random_uniform,0.0003,0.15,0.013,27,7.312177842777601e-05,9.76725498734093e-06,0.983621021732688,0.0105248763066409,interior,exact,1.4313637641589874,3,1024,1.4313637641589874,1.4313637641589874,1.442726797910573,27.71576037866561,True,0.011363033751585538
32,1024,random_uniform,0.0003,0.3,0.006,12,0.000144424663631,1.791051791967419e-05,0.9918321054428816,0.0053204958711522,interior,exact,1.0791812460476249,3,1024,1.0791812460476249,1.0791812460476249,1.1426763995887161,13.889173389622206,False,0.06349515354109125
32,1024,random_uniform,0.0003,0.5,0.004,8,0.0002340673217986,2.6061875274733e-05,0.9951528124511242,0.0031604711471944,interior,exact,0.9030899869919435,3,1024,0.9030899869919435,0.9030899869919435,0.9215495795096423,8.347368372633941,True,0.018459592517698797
32,1024,random_uniform,0.001,0.05,0.02,41,4.691275682944252e-05,7.640984312879349e-06,0.9664939232170582,0.0225481337323412,interior,exact,1.6127838567197355,3,1024,1.6127838567197355,1.6127838567197355,1.6678586955211907,46.54346324720261,False,0.05507483880145525
32,1024,random_uniform,0.001,0.1,0.013,27,8.796301904112624e-05,1.0463316271421371e-05,0.9841024782508612,0.0107532532880717,interior,exact,1.4313637641589874,3,1024,1.4313637641589874,1.4313637641589874,1.3678082971993342,23.324282731622812,False,-0.0635554669596532
32,1024,random_uniform,0.001,0.15,0.009,18,0.000131389716671,1.3548063260806608e-05,0.9894479364156724,0.0071201554258395,interior,exact,1.255272505103306,3,1024,1.255272505103306,1.255272505103306,1.1922900658546018,15.570052102223999,False,-0.06298243924870417
32,1024,random_uniform,0.001,0.3,0.004,8,0.0002563118873695,2.653887995305348e-05,0.9948234893381596,0.0034321581209888,interior,exact,0.9030899869919435,3,1024,0.9030899869919435,0.9030899869919435,0.8922396675327452,7.802605823497621,True,-0.010850319459198343
32,1024,random_uniform,0.001,0.5,0.0025,5,0.0004153043028054,4.386712986543302e-05,0.9969026073813438,0.0019669829418763,interior,exact,0.6989700043360189,3,1024,0.6989700043360189,0.6989700043360189,0.6711128474536713,4.689352148476925,True,-0.027857156882347578
32,1024,random_uniform,0.003,0.05,0.013,27,7.66449727507279e-05,9.826100731912014e-06,0.9719384461641312,0.015432827512209,interior,exact,1.4313637641589874,3,1024,1.4313637641589874,1.4313637641589874,1.4393378598494824,27.500327119913823,True,0.007974095690495009
32,1024,random_uniform,0.003,0.1,0.006,12,0.0001510302095084,1.7788418360062454e-05,0.9861750025302172,0.0076933214995853,interior,exact,1.0791812460476249,3,1024,1.0791812460476249,1.0791812460476249,1.1392874615276258,13.781213519720966,False,0.060106215480000946
32,1024,random_uniform,0.003,0.15,0.004,8,0.0002227922909696,2.5593909766445986e-05,0.9908947944641112,0.0050996512438406,interior,exact,0.9030899869919435,3,1024,0.9030899869919435,0.9030899869919435,0.9637692301828935,9.199606050179275,False,0.06067924319094997
32,1024,random_uniform,0.003,0.3,0.0025,5,0.0004313881127018,4.363560779821945e-05,0.995499337092042,0.0024224952164529,interior,exact,0.6989700043360189,3,1024,0.6989700043360189,0.6989700043360189,0.6637188318610369,4.610190079631121,True,-0.035251172474981995
32,1024,random_uniform,0.003,0.5,0.0015,3,0.000684675100274,6.972707869726301e-05,0.9972490835934876,0.0014364826902402,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.44259201178196295,2.770715994610412,True,0.0
32,1024,random_uniform,0.01,0.05,0.009,18,0.0001393533402733,1.3439490873356654e-05,0.964527115225792,0.0133101391513328,interior,exact,1.255272505103306,3,1024,1.255272505103306,1.255272505103306,1.188901127793511,15.44902684376133,False,-0.06637137730979492
32,1024,random_uniform,0.01,0.1,0.004,8,0.0002712996943046,2.6235010540695133e-05,0.9827976915985346,0.0064664557522389,interior,exact,0.9030899869919435,3,1024,0.9030899869919435,0.9030899869919435,0.8888507294716544,7.7419565475497105,True,-0.014239257520289095
32,1024,random_uniform,0.01,0.15,0.0025,5,0.0003959292116633,4.211251891512515e-05,0.9888367895036936,0.0040912721873178,interior,exact,0.6989700043360189,3,1024,0.6989700043360189,0.6989700043360189,0.7133324981269222,5.168118917332142,True,0.014362493790903375
32,1024,random_uniform,0.01,0.3,0.0015,3,0.0007535930326412,6.51217354024736e-05,0.9945031329989432,0.001954796353032,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.4132820998050656,2.5898946577798583,True,0.0
32,1024,random_uniform,0.01,0.5,0.0015,3,0.0014647905736637,8.075921120376127e-05,0.9958069156855344,0.001360035047449,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.19215527972599167,1.5565220584659452,True,0.0
32,1024,random_uniform,0.03,0.05,0.004,8,0.0002338528793188,2.522234269684945e-05,0.9476215522736312,0.0124999688681121,interior,exact,0.9030899869919435,3,1024,0.9030899869919435,0.9030899869919435,0.960380292121803,9.128097959347738,False,0.05729030512985944
32,1024,random_uniform,0.03,0.1,0.0025,5,0.0004560855777526,4.209867976975321e-05,0.9746278561651708,0.0055678732771629,interior,exact,0.6989700043360189,3,1024,0.6989700043360189,0.6989700043360189,0.6603298937999463,4.574355296145094,True,-0.038640110536072525
32,1024,random_uniform,0.03,0.15,0.0015,3,0.0006535573320434,6.386120867652856e-05,0.983840487897396,0.0035844452208893,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.4848116624552141,3.0535965934978186,True,0.007690407735551685
32,1024,random_uniform,0.03,0.3,0.0015,3,0.001555043796543,7.86447679439252e-05,0.9901068992912768,0.0019221814732262,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.18476126413335747,1.5302460394230353,True,0.0
32,1024,random_uniform,0.03,0.5,0.0015,3,0.0036995876216678,0.0001784416069987,0.990830423310399,0.0017091674886695,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.03636555594571644,0.9196751335376366,True,0.0
32,1024,random_uniform,0.1,0.05,0.0025,5,0.0004140967721468,4.134439253088693e-05,0.912998178973794,0.0114976191899765,interior,exact,0.6989700043360189,3,1024,0.6989700043360189,0.6989700043360189,0.7099435600658316,5.127947380099676,True,0.010973555729812734
32,1024,random_uniform,0.1,0.1,0.0015,3,0.0007954580923978,6.422249326720826e-05,0.9584423657506704,0.0049933485475994,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.40989316174397494,2.569763532444439,True,0.0
32,1024,random_uniform,0.1,0.15,0.0015,3,0.0013487385585904,7.210846850603178e-05,0.968606423586607,0.0031553655841367,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.23437493039924273,1.7154376214239655,True,0.0
32,1024,random_uniform,0.1,0.3,0.0015,3,0.0043478439183672,0.0001983297333089,0.9740850497037172,0.0023997787362238,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.06567546792261392,0.859655670186079,True,0.0
32,1024,random_uniform,0.1,0.5,0.0015,3,0.0115308016247581,0.0006740497877452,0.9732335899025202,0.002769566203923,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.28680228800168783,0.5166515206749749,True,0.0
32,1024,random_uniform,0.3,0.05,0.0015,3,0.0006776810969313,6.3922391845975e-05,0.859505120664835,0.0138252646953892,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.4814227243941235,3.0298611355467178,True,0.004301469674461045
32,1024,random_uniform,0.3,0.1,0.0015,3,0.0016512791225977,7.89373996226453e-05,0.9131675120443106,0.0056275520291937,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.18137232607226683,1.5183515113112,True,0.0
32,1024,random_uniform,0.3,0.15,0.0015,3,0.0032773291241028,0.0001382991698267,0.9237277768552304,0.0044153266107653,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.00585409472753462,1.0135708099848224,True,0.0
32,1024,random_uniform,0.3,0.3,0.0015,3,0.0121477603679522,0.0006071128639425,0.927255691960454,0.0044068352964775,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.29419630359432203,0.5079298034837751,True,0.0
32,1024,random_uniform,0.3,0.5,0.0015,3,0.0336814828915521,0.0023014638066409,0.9207155629992484,0.0054270235868876,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.5153231236733959,0.30526490369013703,True,0.0
32,1024,random_uniform,1.0,0.05,0.0015,3,0.0012732113609672,7.170721535112484e-05,0.7090248037129641,0.0172728452080031,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.2309859923381521,1.7021036081434473,True,0.0
32,1024,random_uniform,1.0,0.1,0.0015,3,0.0040307361850864,0.0001750764352601,0.7718399669975042,0.0106871377132964,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.06906440598370456,0.8529736084312372,True,0.0
32,1024,random_uniform,1.0,0.15,0.0015,3,0.0086257626244332,0.0003920324159187,0.7837862465530634,0.010206388610314,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.24458263732843677,0.569399868708089,True,0.0
32,1024,random_uniform,1.0,0.3,0.0015,3,0.0333941359422169,0.0016761848530105,0.7828256729990244,0.0107022109928769,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.5446330356502934,0.28534283008891886,True,0.0
32,1024,random_uniform,1.0,0.5,0.0015,3,0.0908048218116164,0.0051867002054861,0.7656431570649147,0.0119831032308156,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.7657598557293673,0.1714905306763464,True,0.0
32,1024,random_uniform,3.0,0.05,0.0015,3,0.0018961855930683,9.394275560239172e-05,0.5232626050710678,0.0211260655777921,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.0024651566664439517,1.0056923733268548,True,0.0
32,1024,random_uniform,3.0,0.1,0.0015,3,0.0065078515617642,0.0003142006198258,0.5890468098223209,0.0178155576297969,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.29758524165541267,0.5039816898009228,True,0.0
32,1024,random_uniform,3.0,0.15,0.0015,3,0.0141422358283307,0.0007006072637666,0.6028794310986996,0.0178174783554126,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.4731034730001449,0.33643140323146387,True,0.0
32,1024,random_uniform,3.0,0.3,0.0015,3,0.0542779025854542,0.0026850225313151,0.6055167689919472,0.0175227094129612,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.7731538713220015,0.16859555824391492,True,0.0
32,1024,random_uniform,3.0,0.5,0.0015,3,0.1415585405193269,0.0070895456325809,0.5967955347150564,0.0163444371513256,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.9942806914010754,0.10132562904739566,True,0.0
32,1024,srht_paired,0.0003,0.05,0.013,27,1.3558743518160554e-05,5.931989984713941e-06,0.973199525848031,0.0199638297926761,interior,exact,1.4313637641589874,3,1024,1.4313637641589874,1.4313637641589874,1.4796928407348249,30.1781658344371,True,0.048329076575837515
32,1024,srht_paired,0.0003,0.1,0.009,18,2.2533182800543727e-05,5.134973661169396e-06,0.9886511638760568,0.0073407708348611,interior,exact,1.255272505103306,3,1024,1.255272505103306,1.255272505103306,1.299154854929217,19.91383273276006,True,0.04388234982591088
32,1024,srht_paired,0.0003,0.15,0.009,18,3.4463615179447515e-05,5.263829253266521e-06,0.9922365173697472,0.0049173751406997,interior,exact,1.255272505103306,3,1024,1.255272505103306,1.255272505103306,1.1935469032772077,15.615176708776065,False,-0.06172560182609832
32,1024,srht_paired,0.0003,0.3,0.006,12,8.053576107158733e-05,6.279658023545399e-06,0.995416060090065,0.0028980985646055,interior,exact,1.0791812460476249,3,1024,1.0791812460476249,1.0791812460476249,1.0130089174715997,10.304072778214206,False,-0.06617232857602517
32,1024,srht_paired,0.0003,0.5,0.004,8,0.0001532204069008,1.1062927205984495e-05,0.9968255255371332,0.0019966964603934,interior,exact,0.9030899869919435,3,1024,0.9030899869919435,0.9030899869919435,0.8799586334927998,7.585053240298794,True,-0.023131353499143747
32,1024,srht_paired,0.001,0.05,0.009,18,2.096715149946249e-05,5.164193423216051e-06,0.984957430511713,0.0099442448326166,interior,exact,1.255272505103306,3,1024,1.255272505103306,1.255272505103306,1.3152467185881154,20.665538120850247,False,0.05997421348480936
32,1024,srht_paired,0.001,0.1,0.006,12,4.368499423890171e-05,5.927986387077306e-06,0.9921190496534108,0.0050111448907399,interior,exact,1.0791812460476249,3,1024,1.0791812460476249,1.0791812460476249,1.1347087327825074,13.636682617784567,False,0.0555274867348825
32,1024,srht_paired,0.001,0.15,0.006,12,7.081813942022563e-05,6.1509929496791525e-06,0.9943180046975612,0.0035760050313195,interior,exact,1.0791812460476249,3,1024,1.0791812460476249,1.0791812460476249,1.0291007811304982,10.693029898151984,False,-0.0500804649171267
32,1024,srht_paired,0.001,0.3,0.004,8,0.000175431865955,1.1663646522044685e-05,0.996466850861907,0.0022136283483653,interior,exact,0.9030899869919435,3,1024,0.9030899869919435,0.9030899869919435,0.8485627953248903,7.05606861485301,False,-0.05452719166705322
32,1024,srht_paired,0.001,0.5,0.0025,5,0.0003267636066084,2.6377575238728743e-05,0.9975505974143744,0.0015365296480904,interior,exact,0.6989700043360189,3,1024,0.6989700043360189,0.6989700043360189,0.7155125113460903,5.194126367587349,True,0.016542507010071428
32,1024,srht_paired,0.003,0.05,0.009,18,3.692403095101327e-05,5.438865041490705e-06,0.9865016341209412,0.0070614516632526,interior,exact,1.255272505103306,3,1024,1.255272505103306,1.255272505103306,1.1651913934469968,14.628216975059782,False,-0.09008111165630917
32,1024,srht_paired,0.003,0.1,0.004,8,8.621493930149882e-05,9.6715927463059e-06,0.9921174924820662,0.0041317690391716,interior,exact,0.9030899869919435,3,1024,0.9030899869919435,0.9030899869919435,0.984653407641389,9.652802215283986,False,0.08156342064944544
32,1024,srht_paired,0.003,0.15,0.004,8,0.0001419733653165,1.081039995838421e-05,0.9942192323505878,0.0029892595558817,interior,exact,0.9030899869919435,3,1024,0.9030899869919435,0.9030899869919435,0.8790454559893799,7.569121140530606,True,-0.02404453100256365
32,1024,srht_paired,0.003,0.3,0.0025,5,0.0003429431317272,2.721206140778542e-05,0.9964159112423658,0.0018771696703883,interior,exact,0.6989700043360189,3,1024,0.6989700043360189,0.6989700043360189,0.698507470183772,4.994677713465355,True,-0.0004625341522468407
32,1024,srht_paired,0.003,0.5,0.0015,3,0.000676325376844,6.767744522974921e-05,0.9972873590886592,0.001356261592787,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.565457186204972,3.676691458824727,False,0.08833593148530955
32,1024,srht_paired,0.01,0.05,0.006,12,7.627570357726654e-05,6.3228464208904215e-06,0.9807348474860192,0.0067011349491166,interior,exact,1.0791812460476249,3,1024,1.0791812460476249,1.0791812460476249,1.0007452713002873,10.017175238436929,False,-0.07843597474733754
32,1024,srht_paired,0.01,0.1,0.004,8,0.0001903563152154,1.185318830135801e-05,0.9879901390522718,0.0041552581757807,interior,exact,0.9030899869919435,3,1024,0.9030899869919435,0.9030899869919435,0.8202072854946794,6.610088672961913,False,-0.08288270149726418
32,1024,srht_paired,0.01,0.15,0.0025,5,0.0003075992844969,2.626182074361992e-05,0.9913096986711024,0.0031184959835987,interior,exact,0.6989700043360189,3,1024,0.6989700043360189,0.6989700043360189,0.7145993338426704,5.183216313712273,True,0.015629329506651524
32,1024,srht_paired,0.01,0.3,0.0015,3,0.0007443123267876,6.548598608860383e-05,0.9945693258196115,0.0018980756528424,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.5340613480370624,3.4202775362575206,False,0.056940093317399965
32,1024,srht_paired,0.01,0.5,0.0015,3,0.0014474684940068,9.09248588174279e-05,0.9958545546978712,0.0013295025726287,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.40101106405826237,2.5177410687512087,True,0.0
32,1024,srht_paired,0.03,0.05,0.004,8,0.000152983594944,1.0786590794426155e-05,0.9658664017915726,0.0071376568259867,interior,exact,0.9030899869919435,3,1024,0.9030899869919435,0.9030899869919435,0.8506899461591692,7.090713631947894,False,-0.052400040832774386
32,1024,srht_paired,0.03,0.1,0.0025,5,0.00036789353544,2.6850715005259364e-05,0.9795294608920811,0.0044068520160248,interior,exact,0.6989700043360189,3,1024,0.6989700043360189,0.6989700043360189,0.6701519603535612,4.678988312185003,True,-0.028818043982457686
32,1024,srht_paired,0.03,0.15,0.0015,3,0.0006485529629571,6.370634342783024e-05,0.9839767832309008,0.0035476946674297,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.5645440087015521,3.66896871604586,False,0.08742275398188964
32,1024,srht_paired,0.03,0.3,0.0015,3,0.001546127256006,8.459560973549537e-05,0.9901589527726172,0.0019176162326342,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.3840060228959442,2.4210626223576632,True,0.0
32,1024,srht_paired,0.03,0.5,0.0015,3,0.0036851461773039,0.0002017212703888,0.9908620435744524,0.0017073886050042,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.2509557389171442,1.782197125733318,True,0.0
32,1024,srht_paired,0.1,0.05,0.0025,5,0.0003261685760662,2.5433191064009847e-05,0.9310836605727671,0.0084239304834671,interior,exact,0.6989700043360189,3,1024,0.6989700043360189,0.6989700043360189,0.6862438240124595,4.855610300140857,True,-0.012726180323559322
32,1024,srht_paired,0.1,0.1,0.0015,3,0.0007935963694762,6.440769337811254e-05,0.958562484011054,0.005052172677649,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.5057058382068516,3.2040983492155126,False,0.02858458348718912
32,1024,srht_paired,0.1,0.15,0.0015,3,0.0013481094974849,7.532264722824178e-05,0.9686080235987902,0.003222656289579,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.40009788655484246,2.5124526547312924,True,0.0
32,1024,srht_paired,0.1,0.3,0.0015,3,0.0043565329397097,0.000215947565687,0.9740121401846408,0.002434407470848,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.21955990074923454,1.6579059903701787,True,0.0
32,1024,srht_paired,0.1,0.5,0.0015,3,0.0115635839174501,0.0007121334056284,0.9731402229517698,0.0027699375591549,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.0865096167704345,1.2204208447514016,True,0.0
32,1024,srht_paired,0.3,0.05,0.0015,3,0.0006762175198673,6.340200519834252e-05,0.8601292669773102,0.0135911421694906,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.5361884988713412,3.437070963331551,False,0.0590672441516788
32,1024,srht_paired,0.3,0.1,0.0015,3,0.0016536109178559,8.270817474713081e-05,0.9130172226577996,0.0057491238442578,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.3556505130657333,2.2680389732733963,True,0.0
32,1024,srht_paired,0.3,0.15,0.0015,3,0.0032874257522053,0.0001478908355183,0.9234217796474696,0.0045032313410427,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.2500425614137243,1.7784536922313743,True,0.0
32,1024,srht_paired,0.3,0.3,0.0015,3,0.0122050454956479,0.0006393081217774,0.92682864703238,0.0044324703266037,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.06950457560811635,1.1735580467134021,True,0.0
32,1024,srht_paired,0.3,0.5,0.0015,3,0.0338598326779902,0.0023859773727853,0.9202197566628456,0.0054201752579787,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.06354570837068368,0.8638817345819375,True,0.0
32,1024,srht_paired,1.0,0.05,0.0015,3,0.001273778736504,7.288625320994404e-05,0.709694430232048,0.0168918159976954,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.3717423767246316,2.3536526840787206,True,0.0
32,1024,srht_paired,1.0,0.1,0.0015,3,0.0040416314877802,0.0001813813068668,0.7710262928158045,0.010790400448697,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.19120439091902364,1.553117777895916,True,0.0
32,1024,srht_paired,1.0,0.15,0.0015,3,0.0086552371794823,0.0004014765742837,0.7827188391238451,0.010175921230633,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.0855964392670146,1.2178573997706263,True,0.0
32,1024,srht_paired,1.0,0.3,0.0015,3,0.0335235025268048,0.0016908428835393,0.7816624287515879,0.0104997803785641,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.09494154653859332,0.8036342793143354,True,0.0
32,1024,srht_paired,1.0,0.5,0.0015,3,0.0911400341428816,0.0051797372771426,0.7645484693348408,0.0116298721179315,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.22799183051739336,0.5915727621039581,True,0.0
32,1024,srht_paired,3.0,0.05,0.0015,3,0.001900194423797,9.711947725246432e-05,0.5239641908556223,0.0207468676207569,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.2216870515835134,1.666046243039658,True,0.0
32,1024,srht_paired,3.0,0.1,0.0015,3,0.0065282177965855,0.0003201429326568,0.5877743009477854,0.0178261872690242,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,0.04114906577790542,1.099383123247189,True,0.0
32,1024,srht_paired,3.0,0.15,0.0015,3,0.0141898248402867,0.0007073491564117,0.60124871134758,0.0176650840391203,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.06445888587410362,0.8620671856859389,True,0.0
32,1024,srht_paired,3.0,0.3,0.0015,3,0.0544644134351983,0.0026827505735032,0.6038355436176062,0.0171880289771954,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.24499687167971154,0.5688570284334912,True,0.0
32,1024,srht_paired,3.0,0.5,0.0015,3,0.142010489013046,0.0070369128848322,0.5953486002981663,0.0158633576883097,lower_bound,upper_bounded,0.47712125471966244,3,1024,-inf,0.47712125471966244,-0.37804715565851155,0.41874809501626914,True,0.0
